Artist,Album,Genres
Kwashibu Area Band,Love Warrior’s Anthem,"ghana, highlife"
Salif Keita,So Kono,"african, mali, world, world music, africa, salif keita, malian, jazz, west africa, folk"
Kuunatic,Wheels of Ömon,"psychedelic, japan, japanese, experimental, tribal, psychedelic rock, indie, rock, avantgarde, dreampop"
Savina Yannatou,Watersong,"female vocalist, greek, world, folk, mediterranean, world music, greece, vocal, ecm, mediterranean folk"
Briain,Cognitive Dissonance,"electro, idm, breakbeat"
Isolée,Chopstick!,"electronic, minimal, techno, house, electronica, microhouse, minimal techno, electro, idm, german"
fantasy of a broken heart,Chaos Practitioner,"indie, shoegaze, dream pop, indie rock, usa, brooklyn"
HONEYMOAN,Pink Hell,"indie pop, south african, south africa, indie, rock, alternative, indie rock, funk, shoegaze"
key vs. locket,i felt like a sketch,"indie rock, singer-songwriter, brazil, brazilian, indie folk"
Eyedress,Stoner,"female vocalist, electronic, experimental, indie, psychedelic, pop, lo-fi, philippines, indie pop, post-punk"
Deem Spencer,yung,"hip-hop, rap, indie, hip hop, new york, usa, underground rap, underground hip-hop, rnb, underground hip hop"
LaRussell,MAKE HIP-HOP FUN AGAIN!,"hip-hop, rap, hip hop, california, west coast, vallejo, bay area"
Adja,Golden Retrieve Her,"techno, electronic, minimal, techhouse, minimal techno, minimal techno artists, pokerflat, acid, tech, boogie woogie"
Galactic,Audience With the Queen,"funk, jazz, fusion, jam, jam band, new orleans, jazz funk, rock, acid jazz, hip-hop"
Charif Megarbane,Hawalat (Habibi Funk 030) [Bonus Edition],"lebanese, jazz, folk, lebanon, fusion, funk, instrumental, arabic, jazz fusion, composer"
Clutter,Loves You,"ambient, experimental, djent, electronic, progressive metal, soundscape, glitch, pixies palace, cinematic, avant-garde"
Tapeworms,Grand Voyage,"shoegaze, french, indie pop, indietronica, dream pop, synth pop, noise pop, français"
Grandmas House,Anything For You,"female vocalist, post-punk, crank wave, riot grrrl, punk rock, garage punk, punk, indie rock, post punk, bristol"
Bedridden,Moths Strapped To Each Other's Backs,"shoegaze, alternative rock, united states"
Teen Mortgage,Devil Ultrasonic Dream,"garage punk, punk rock, egg punk, punk, garage rock, heavy punk, crank wave, rock, surf punk, duo"
Cassia,"everyone, outside","indie, indie pop, pop, rock, british, indie rock, uk, synth pop, synth, synthpop"
Joni,Things I Left Behind,"female vocalist, electronic, progressive trance, trance, indie, pop, swedish, indie pop, indie rock, singer-songwriter"
Painting,Snapshot Of Pure Attention,"electronic, pop, experimental post-punk"
OK Go,And the Adjacent Possible,"indie, indie rock, rock, alternative, alternative rock, indie pop, pop, american, power pop, ok go"
Dead Pioneers,PO$T AMERICAN,"punk, punk rock, rock, folk, blues, american, colorado, denver, country, usa"
Public Body,Finger Food,"crank wave, post-punk, indie rock, post-brexit new wave, punk rock, art punk, dance-punk, united kingdom, acute sounds"
Tara Nome Doyle,Ekko,"indie pop, norwegian, irish, berlin, singer-songwriter, piano, chamber pop, female vocal, art pop"
Berner,Carbon,"rap, hyphy, hip-hop, hip hop, bay area, gangsta rap, berner, california, west coast, san francisco"
James Bright,Imaginal,"female vocalist, chillout, mellow, james bright, downtempo, instrumental, favorites, lounge, jazz, british"
Jon Pardi,Honkytonk Hollywood,"country, contemporary country, american, california, male vocalists, country pop, modern country, ilg"
Trousdale,Growing Pains,"female vocalist, indie pop, folk, acoustic, pop, indie, usa, pop rock, indie folk, los angeles"
The Mars Volta,Lucro sucio; Los ojos del vacio,"progressive rock, experimental, rock, alternative, progressive, alternative rock, indie, psychedelic, experimental rock, psychedelic rock"
Speedway,A Life's Refrain,"female vocalist, hardcore, hardcore punk, pop rock, pop, rock, punk, scottish, pop-rock, melodic hardcore"
The Wrecks,INSIDE :,"female vocalist, rock, indie rock, alternative, pop rock, pop punk, punk, usa, american, pop"
Cold Specks,Light for the Midnight,"female vocalist, soul, canadian, acoustic, doom soul, canada, singer-songwriter, folk, lastfmsc, rock"
Mamalarky,Hex Key,"indie rock, dream pop, indie pop, los angeles, indie, rock, lo-fi, psychedelic pop, psychedelic, quirky"
Jetstream Pony,Bowerbirds and Blue Things,"shoegaze, indie pop, indie, indie rock, uk, dream pop, brighton, deezer"
My Raining Stars,Momentum,"indie pop, indie, alternative, indie rock, twee, shoegaze, independant, gitarrenpop"
MARK,The Firstfruit - The 1st Album,"korean, rap, k-pop, kpop, aoty, nct, mark da isa, dreamies da liz"
Astels,The Meeting,"female vocalist, electronic, funk, rnb, jazz, soul, yandex music"
Dead Love Triangle,By the Summer,"Lo-Fi, Dream Pop, Shoegaze, Indie Rock, Bedroom Pop"
David Wimbish & The Collection,Little Deaths,"Indie Folk, Indie Pop, Singer-Songwriter, Americana, Emotional Folk"
J.O.S.E.,Jealous Ones Still Envy,"East Coast Hip-Hop, Gangsta Rap, Latin Rap, Mainstream Hip-Hop, R&B"
Color Temperature,Color,"Experimental Pop, Ambient, Electronica, Avant-Garde, Sound Collage"
Urban Jams United,Urban Jams United,"Hip-Hop, R&B, Urban Contemporary, Dance, Pop"
Urban Party Makers,Party Makers,"Dance, Pop, Electronic, Party Anthems, Club Music"
Fiji 13,Fiji 13,"Alternative Rock, Indie Rock, Surf Rock, Psychedelic Rock, Garage Rock"
Boban I Marko Markovic Orkesta,Brass Madness,"Balkan Brass, Gypsy Jazz, World Music, Folk, Serbian Brass Band"
Lamia Bedioui,Fin'Amor,"Mediterranean Folk, World Music, Arabic Fusion, Ethnic, Storytelling Music"
Ben Shirken,Ben Shirken,"Singer-Songwriter, Indie Folk, Acoustic, Alternative, Lo-Fi"
Olivia Font,Olivia Font,"Indie Pop, Dream Pop, Bedroom Pop, Synth-Pop, Chillwave"
Röyksopp,True Electric,"electronic, chillout, ambient, electronica, norwegian, trip-hop, downtempo, dance, indie, electro"
Magnolia Park,VAMP,"pop punk, emo, alternative rock, american, alternative metal, florida, emo rap, electronic, rock, punk"
Idle Heirs,Life is Violence,"metalcore, shoegaze, american, post-metal"
THE DRIVER ERA,Obsession,"alternative, pop rock, aoty"
Joshua Burnside,Teeth of Time,"folk, indie, experimental folk, electronic, alternative, emo, experimental, singer-songwriter, uk, singersongwriter"
Sydney Rose,I Know What I Want,"pop, singer-songwriter, acoustic, united states, rise, sydney rose"
Rhiannon Giddens,Brown's Dream,"female vocalist, folk, country, blues, americana, american, banjo, bluegrass, singer-songwriter, soul"
Julien Baker,Send A Prayer My Way,"female vocalist, indie, singer-songwriter, indie folk, folk, acoustic, indie rock, slowcore, alternative rock, emo"
Beirut,A Study of Losses,"folk, indie, indie folk, singer-songwriter, gypsy, balkan, alternative, american, indie rock, experimental"
Tunde Adebimpe,Thee Black Boltz,"experimental, indie rock, usa"
Sarah Siskind,Simplify,"female vocalist, singer-songwriter, folk, acoustic, indie, nashville, country, alternative, usa, guitar"
Adrian Younge,Adrian Younge presents Something About April III,"soul, funk, soundtrack, blaxploitation, black dynamite, trip-hop lounge, jazz, instrumental, usa, hip-hop"
Avery Friedman,New Thing,"female vocalist, indie, alternative, indie rock, singer-songwriter"
Trim,No Caller ID,"grime, uk, dubstep, roll deep, rap, hip-hop, hip hop, electronic, british, uk hip-hop"
Jess Sah Bi,Our Garden Needs Its Flowers,"folk, ivory coast"
Zeitgeist Freedom Energy Exchange,INSPIRE // RADICALISE,"jazz, funk, lounge, australian, jazz-funk, jazz funk, nu-jazz, beats, australia"
Fotoform,Grief is a Garden (Forever in Bloom),"post-punk, shoegaze, dream pop, new wave, dream rock"
Beddy Rays,Do What Ya Wanna,"punk, australian, australia, alt rock"
The Convenience,Like Cartoon Vampires,"indie rock, punk, hardcore, indie pop"
Stewart Copeland,Stewart Copeland: Wild Concerto,"soundtrack, instrumental, new wave, american, video game music, rock, the police, drums, drummer, usa"
Witch Post,Beast,"indie pop, indie rock, rock, alternative, alternative rock, noise pop, garage rock, garage pop"
Chaparelle,Western Pleasure,country
Taylor Rae,The Void,"hip-hop, pop, country, rap"
Lucy Railton,Blue Veil,"ambient, noise, experimental, electroacoustic, modern classical, dark ambient, electronic, classical, cello, instrumental"
Olivia Belli,Intercosmia Vol. 2,"contemporary classical, modern classical, piano, instrumental, classical, contemporary, modern, italy, neo-classical, neo classical"
Divide And Dissolve,Insatiable,"doom metal, drone, sludge, experimental, doom, australia, australian, drone metal, saxophone, alternative metal"
Quade,The Foel Tower,"experimental, folk, hard rock, post-punk, glam, electronic, vocal, rock, british, ambient"
Gryphon Rue,I Keep My Diamond Necklace in a Pond of Sparkling Water,"noise, electronic, experimental, avant-garde, melodic noise, try"
Sieren,Linked,"chillout, electronic, downtempo, ambient, downbeat, dubstep, idm, germany, breaks, bielefeld"
LDS,power of 2,"dub techno, techno, ambient, psytrance, trance, dub, uk, house, idm, breaks"
Hieroglyphic Being,Dance Music 4 Bad People,"techno, house, experimental, minimal, electronic, raw house, chicago, usa, tech house, chicago house"
LEGADO 7,L7X,"usa, latin, california, corridos, regional mexicano, corridos tumbados"
Rindert Lammers,Thank You Kirin Kiki,try
Mark de Clive-Lowe,past present (tone poems across time),"uutta jazzia, my-love, alternative lounge, lounge-tech, lounge uptempo, epic lounge, serve chilled, jazzy flavoured, acoustic groove"
Blu,Forty,"hip-hop, rap, hip hop, chillout, underground hip-hop, california, underground, west coast, blu, jazz hop"
Chip,Grime Scene Saviour,"grime, rap, hip-hop, hip hop, british, uk, london, electronic, downtempo"
Millyz,Blanco 7,"rap, hip-hop, hip hop, underground hip-hop, massachusetts"
Mozzy,INTRUSIVE THOUGHTS,"rap, hip hop, hip-hop, sacramento, california, trap, american, gangsta rap, oak park, king billionheir"
The Underachievers,Homecoming,"hip-hop, rap, beast coast, new york, hip hop, underground hip-hop, cloud rap, underground rap, brooklyn, american"
Wiz Khalifa,Kush + Orange Juice 2,"hip-hop, rap, underground hip-hop, hip hop, pittsburgh, wiz khalifa, american, east coast rap, pennsylvania, stoner rap"
Gentle Leader XIV,Joke in the Shadow,"female vocalist, dream pop, coldwave, electronic, lo-fi, new wave, synth pop, darkwave"
Iron Lung,Adapting // Crawling,"powerviolence, grindcore, hardcore, power violence, thrash, hardcore punk, punk, american, grind, noise"
Mamuthones,From Word To Flesh,"psychedelic rock, neo-psychedelia, space rock, experimental, experimental rock, italian, psych rock, italy, beyondwithin"
Melvins,Thunderball,"sludge, grunge, stoner rock, rock, metal, sludge metal, experimental, alternative, doom metal, stoner"
Cumulus,We've Got It All,"finnish, folk, pop, rock, seattle, washington, indie pop, indie rock, progressive rock"
Little Barrie,Electric War,"indie, indie rock, rock, british, funk, blues, alternative, blues rock, uk, soul"
Michael Marcagi,Midwest Kid,"alternative, indie, folk, acoustic, singer-songwriter, americana, country, usa, bluegrass, indie folk"
MIEN,MIIEN,"psychedelic rock, rock, canada, psychedelic, supergroup, male vocalists, neo-psychedelic, vu en concert, kinda boring"
Scrounge,Almost Like You Could,"post-punk, noise, punk, indie rock, uk, loud, diy, two-piece"
Sawyer Hill,Heartbreak Hysteria,"rock, indie rock, indie, alternative, punk, hard rock, american, garage rock, blues rock, post-grunge"
The Pale White,The Big Sad,"indie rock, british, britpop, rock, pop, indie pop, uk, pop rock, england, blues rock"
Rachel Reis,Divina Casca,"female vocalist, folk, singer-songwriter, acoustic, americana, acoustic blues, indie, brazilian, chillout, female"
Nêssa,Divina Casca,"pop, brazil, brasil, mpb, brazilian, pop brasil, pop brasileiro, pop baiano"
Cedric Burnside,Sinners (Original Motion Picture Soundtrack),"blues, rock, american, hill country blues"
Bobby Rush,Sinners (Original Motion Picture Soundtrack),"blues, funk, pop, new orleans, american, male vocalists, rhythm and blues, acoustic blues, bobby rush"
Ludwig Göransson,Sinners (Original Motion Picture Soundtrack),"soundtrack, swedish, ambient, composer, score, film score, electronic, classical, instrumental, star wars"
Hailee Steinfeld,Sinners (Original Motion Picture Soundtrack),"female vocalist, pop, dance, teen pop, american, hailee steinfeld, dance pop, usa, teen, my top songs"
Rhiannon Giddens,Sinners (Original Motion Picture Soundtrack),"female vocalist, folk, country, blues, americana, american, banjo, bluegrass, singer-songwriter, soul"
Jerry Cantrell,Sinners (Original Motion Picture Soundtrack),"grunge, rock, hard rock, alternative rock, alternative, alternative metal, heavy metal, seattle, metal"
Lola Kirke,Sinners (Original Motion Picture Soundtrack),"female vocalist, country, rock, pop, singer-songwriter, usa, pop rock, alternative country, singer-songwriters"
Buddy Guy,Sinners (Original Motion Picture Soundtrack),"blues, chicago blues, guitar, classic rock, rock, blues rock, electric blues, classic blues, buddy guy, american"
Alice Smith,Sinners (Original Motion Picture Soundtrack),"female vocalist, soul, jazz, blues, rnb, neo-soul, singer-songwriter, r&b, pop, rhythm and blues"
Rod Wave,Sinners (Original Motion Picture Soundtrack),"rap, trap, hip-hop, hip hop, florida, rnb, soul, sad, avant-garde, american"
OG DAYV,Sinners (Original Motion Picture Soundtrack),american
Brittany Howard,Sinners (Original Motion Picture Soundtrack),"female vocalist, soul, blues, singer-songwriter, blues rock, psychedelic soul, funk, funk rock, rock, art pop"
Geeshie Wiley,Sinners (Original Motion Picture Soundtrack),"female vocalist, blues, delta blues, country blues, gris gris, usa, guitar, download, eerie, lovely"
Surfer Girl,Sunset,"reggae, usa, reggae rock, reggae fusion"
Westside Gunn,HEELS HAVE EYES,"rap, hip-hop, hip hop, boom bap, gangsta rap, new york, hardcore hip hop, drumless, buffalo"
John Michael Montgomery,John Michael Montgomery,"country, contemporary country, new traditionalist"
Millencolin,Pennybridge Pioneers,"punk rock, skate punk, punk, millencolin, favorite albums, rock, pop punk, alternative, hardcore, ska"
James Blake,Sinners (Original Motion Picture Soundtrack),"electronic, dubstep, experimental, downtempo, soul, post-dubstep, british, future garage, electronica, art pop"
Samia,Bloodless,"female vocalist, indie pop, singer-songwriter"
Beach Bunny,Tunnel Vision,"female vocalist, indie rock, indie pop"
Uwade,Florilegium,"indie pop, acoustic, indie, pop, new york, singer-songwriter, usa, nigeria, singer songwriter"
Wishy,Planet Popstar,"shoegaze, dream pop, indie rock, indie pop, indie, alternative rock, power pop, lo-fi, indiana, usa"
Viagra Boys,viagr aboys,"post-punk, crank wave, egg punk, dance-punk, art punk, rock, swedish, cowpunk, punk, sweden"
Coco Jones,Why Not More?,"female vocalist, pop, rnb, soul, disney, bridgit mendler, r&b, teen pop, dance, hip-hop"
Emma-Jean Thackray,Weirdo,"female vocalist, jazz, electronic, british, trumpet, instrumental, experimental, uk, psychedelic, trip hop"
Fly Anakin,(The) Forever Dream,"hip-hop, rap, underground hip-hop, american, virginia, vocal, hip hop, avant-garde, madlib, abstract hip-hop"
Self Esteem,A Complicated Woman,"female vocalist, indie pop, pop"
Ledisi,The Crown,"female vocalist, neo-soul, soul, jazz, neo soul, rnb, ledisi, nu soul, r&b, grown folk soul"
Silas Short,LUSHLAND,"rnb, hip-hop, soul, chicago, stones throw, chillhop"
BRONCHO,Natural Pleasure,"garage rock, garage punk, indie, rock, punk, indie rock, usa, oklahoma, american, alternative"
Jensen McRae,I Don't Know How But They Found Me!,"female vocalist, indie pop, indie, singer-songwriter, usa, folk rock, indie folk, folk pop, los angeles"
William Tyler,Time Indefinite,"folk, acoustic, guitar, instrumental, american primitivism, country, ambient, experimental, all, rock"
Willie Nelson,Oh What A Beautiful World,"country, folk, singer-songwriter, outlaw country, americana, classic country, willie nelson, alt-country, texas, american"
Deerhoof,Noble and Godlike in Ruin,"female vocalist, experimental, indie, indie rock, noise rock, noise, rock, indie pop, noise pop, alternative"
Goose,Everything Must Go,"electronic, electro, belgian, new rave, belgium, dance, rock, indie, electronica, alternative"
LU KALA,No Tears On This Ride,"female vocalist, pop, dance, canadian, canada"
Maria Somerville,Luster,"ambient pop, dream pop, pop, folk, ambient, experimental, indie pop, lo-fi, synth pop, new age"
Mobley,We Do Not Fear Ruins,"electronic, alternative, indie, indie pop, indie rock, austin, on tour, the warplanes, mobley"
Southern Avenue,Family,"blues, soul, rock, blues rock, pop, country, gospel, memphis, country soul, soul blues"
The Moonlandingz,No Rocket Required,"indie rock, indie, psychedelic rock, epic, driving, energetic, england, irreverent, crunchy, aggressive"
Cloth,Pink Silence,"female vocalist, dream pop, indie pop, black metal, minimal, black doom metal, metal, electronic, indie, alternative"
The Golden Dregs,Godspeed,"lo-fi, indie pop, indie rock, usa, blues"
Fib,Heavy Lifting,"math rock, noise rock, post punk, rock, indie rock, usa, lo-fi, new wave, post-punk, art rock"
Rialto,Neon & Ghosts Signs,"britpop, indie, british, rock, bittersweet, alternative, pop, london, indie rock"
Stereophonics,"Make ‘em Laugh, Make ‘em Cry, Make ‘em Wait","rock, britpop, indie, alternative, indie rock, british, alternative rock, welsh, stereophonics, pop"
Sunflower Bean,Mortal Primetime,"female vocalist, indie rock, psychedelic rock, psychedelic, indie, rock, usa, new york, indie pop, psychedelic pop"
Tennis,Face Down In The Garden,"female vocalist, indie pop, lo-fi"
Salami Rose Joe Louis,Lorings,"neo-psychedelia, hypnagogic pop, dream pop, lounge, art pop, chillout, indie, lo-fi, ambient pop, psychedelic pop"
Tucker Wetmore,What Not To,"country, usa, contemporary country, country road, modern country rock, modern country pop"
Samantha Fish,Paper Doll,"female vocalist, blues, blues rock, blues-rock, guitar, rock, singer-songwriter, american, electric blues, all"
Olive Klug,Lost Dog,"folk, indie folk, usa, folk pop"
Jeff Goldblum & The Mildred Snitzer Orchestra,Still Blooming,"jazz, piano, swing, jazz piano, downtempo, usa, big band, american, piano jazz, jazz pop"
d4vd,WITHERED,"rnb, pop, rock, dream pop, indie pop, indie rock, usa, hip-hop, indie, hip hop"
Litany,Sadgirl,"female vocalist, indie pop, doom metal, pop, epic doom metal, electronic, indie, uk, traditional doom metal, electropop"
Gigi Perez,"At The Beach, In Every Life","singer-songwriter, indie, folk, pop, indie pop, usa, acoustic, chamber pop, baroque pop, dream pop"
Roy Woods,Dark Nights,"rnb, hip-hop, ovo, soul, alternative rnb, rap, canadian, pbrnb, roy woods, experimental"
Prima Queen,The Prize,"indie pop, indie rock, indie, alternative, uk, indie folk"
Tin Armor,Tin Armor,"ohio, indie pop, indie rock, indie, melodic goodness, pop punk, indie punk, columbus, classic, punk"
The Tallest Man On Earth,There's No Leaving Now,"singer-songwriter, vinyl, folk, contemporary folk, dead oceans, la tierra voluptuosa, acoustic, swedish, blues"
Heart Attack Man,Joyride The Pale Horse,"emo, indie rock, punk, pop punk, indie, alternative rock, rock, alternative, american, power pop"
Pet Symmetry,Big Symmetry,"emo, pop punk, power pop, indie rock, midwest emo, punk, indie, punk rock, powerpop, pop"
Sextile,"yes, please.","female vocalist, post-punk, coldwave, darkwave, usa, synthpunk, ebm, electronic, industrial, post punk"
NewDad,Safe,"female vocalist, shoegaze, dream pop, indie, indie rock, indie pop, irish, lo-fi, ireland, alternative"
Strange Ranger,etc.,"indie rock, indie, emo, rock, power pop, usa, lo-fi, post-punk, noise pop, lofi"
PUP,Who Will Look After The Dogs?,"punk rock, punk, indie rock"
Blondshell,If You Asked For A Picture,"female vocalist, indie rock, dream pop"
Adam Melchor,The Diary of Living,"folk, indie pop, singer-songwriter, american, indie folk, male vocalists, new jersey, new jersey indie, my top songs"
Samantha Crain,Gumshoe,"female vocalist, folk, alt-country, acoustic, singer-songwriter, americana, folk rock, oklahoma, indie, american"
Jacob Slade,Brain Fog,"acoustic, indie pop, singer-songwriter, usa, diy, midwest, milwaukee, wisconsin, wi"
Car Seat Headrest,The Scholars,"indie, power pop, lo-fi, noise pop, male vocalists, furry, art pop, freak pop, neurospicy"
Jenny Hval,Iris Silver Mist,"female vocalist, experimental, singer-songwriter, norwegian, art pop, ambient, norway, rune grammofon, electronic, ambient pop"
Lucius,Lucius,"female vocalist, indie, pop, folk, singer-songwriter, indie pop, virally female, american, brooklyn, alternative"
Jolie Laide,Creatures,"country, folk, folk rock, indie folk, folk pop"
Milkweed,Remscéla,"rapcore, nu metal, crossover, nu-metal, alternative, rap, metalcore, experimental, progressive rock, symphonic prog"
Model/Actriz,Pirouette,"post-punk, noise rock, no wave, dance-punk, experimental, crank wave, industrial rock, dance punk, noise, usa"
Esther Rose,Want,"folk, americana, alternative country, singer-songwriter, folk-pop, american, detroit, indie folk, michigan, nola"
Souleance,Kebab Discothèque,"hip-hop, electronic, instrumental hip-hop, french, beats, glitch-hop, electronica, hip hop, soul, all"
Suzanne Vega,Flying with Angels,"female vocalist, singer-songwriter, folk, pop, alternative, rock, female, american, acoustic"
Briston Maroney,JIMMY,"indie rock, singer-songwriter, american, alternative, folk, usa, indie folk, indie pop, guitar, folk rock"
Kassi Valazza,From Newman Street,"usa, country, folk, progressive country, alt-country"
Press Club,To All The Ones That I Love,"female vocalist, punk rock, indie rock, rock, punk, garage rock, indie, australian, pop punk, australia"
Propagandhi,At Peace,"punk, punk rock, hardcore punk, political, hardcore, canadian, melodic hardcore, political punk, vegan, anarcho-punk"
Lael Neale,Altogether Stranger,"female vocalist, folk, indie folk, usa, folk pop, indie pop, singer-songwriter, minimal synth, female guitarists"
Eli Winter,A Trick of the Light,"acoustic, american primitivism, folk, usa, avant-folk"
Teether,YEARN IV,"jazz, hip-hop, electronic, alternative, rap, acoustic, lo-fi, beats, melbourne, jazz rap"
Wretch 32,HOME?,"grime, hip-hop, rap, british, hip hop, uk hip-hop, uk hiphop, uk, uk hip hop, london"
Youngs Teflon,Keep The Change,"rap, grime, uk rap, hip-hop, hip hop, good"
Fuerza Regida,111XPANTIA,"corridos tumbados, latin, mexico, corridos, sierreno, corrido, regional mexicano, wall jumper"
Låpsley,I'M A HURRICANE I'M A WOMAN IN LOVE,"female vocalist, electronic, downtempo, ambient, electronica, british, pop, indie pop, alternative, ambient pop"
Eric Church,Evangeline vs. The Machine,"country, modern country, eric church, male country, traditional country, male vocalists, contemporary country, singer-songwriter, country rock, rock"
Black Violin,Full Circle,"hip-hop, classical, classical hip-hop, underground, hip hop, violin, underground hip-hop, soul, experimental, jazz"
Chloe Flower,I Love Me More,"piano, classical, instrumental, usa, american, contemporary classical, united states, american classical pianist"
Babyface,I Love Me More,"rnb, soul, male vocalists, pop, rhythm and blues, babyface, r&b, r and b, singer-songwriter"
Maddie & Tae,Love & Light,"female vocalist, country, american, singer-songwriter, usa, country pop, pop country, united states, country-pop, modern country"
Charlotte Plank,ClubLiminal,"female vocalist, indie pop, drum and bass, electronic, electropop, pop, british, uk, jungle"
James Krivchenia,Performing Belief,"ambient, electronic, experimental, indie, big thief"
Flume,We Live In A Society,"electronic, chillout, instrumental hip-hop, australian, hip hop, wonky, future bass, hip-hop, downtempo, electronica"
Benny The Butcher,Excelsior,"rap, gangsta rap, hip hop, hip-hop, boom bap, trap, new york, griselda, buffalo"
Aly & AJ,Silver Deliverer,"alternative, folk, americana, female vocalist, pop, pop rock"
Boldy James,Conversational Pieces,"rap, hip-hop, hip hop, gangsta rap, detroit, jazz rap, boom bap, conscious hip hop, drumless, the alchemist"
Key Glock,Glockaveli,"trap, rap, hip-hop, hip hop, memphis, gangsta rap, united states"
DOPE LEMON,Golden Wolf,"australian, indie, folk, indie folk, australia, alternative, indie rock, indie pop, rock, soul"
Gringo Star,Sweethearts,"indie rock, garage rock, rock, psychedelic rock, atlanta, psychedelic, chillout, indie, alternative, dope"
PUNCHBAG,I'm Not Your Punchbag,"indie, pop, british, alternative"
The Supernaturals,Show Tunes,"female vocalist, britpop, indie, rock, scottish, indie rock, uk, british, scotland"
Scoobert Doobert,AFTER-PARTY,"alternative, indie rock, lo-fi, indie, rock, american, san diego"
Lights,A6,"electropop, alternative rock, power pop, new wave, post-punk, female vocalist, pop, indie"
Petite League,Heavy Weights,"indie pop, indie, indie rock, belgium, size and weight, my top songs"
Mei Semones,Animaru,"indie pop, jazz, folk, japanese, art pop, indie, strings, lush, psychedelic jazz"
M Ross Perkins,"What's the Matter, M Ross?","power pop, americana, neo-psychedelia"
Miles Caton,Sinners (Original Motion Picture Soundtrack),rnb
Pyramids,Pythagoras,"post-rock, experimental, shoegaze, screamo, ambient, drone, black metal, post-metal, psychedelic, blackgaze"
Club Night,Joy Coming Down,"math rock, indie rock, emo, experimental rock, indie, alternative rock, noise rock, usa, noise pop, midwest emo"
Xiao,Control,"female vocalist, powerviolence, hardcore punk, hardcore, punk, swedish, sweden, electronic, grindcore"
fallfiftyfeet,Counterfeit Recollections,"mathcore, metalcore, hardcore"
Emma Goldman,all you are is we,"anarchist, screamo, crust punk, punk, hardcore, crust, canada, punk rock, post-hardcore, vancouver"
Froglord,Metamorphosis,"doom metal, sludge metal, sludge, stoner metal, frogcore, uk, stoner, metal, stoner rock, england"
Namebearer,Industries of the Fading Sun,black metal
Say Sue Me,Time is Not Yours,"female vocalist, dream pop, shoegaze, indie, korean, indie rock, surf, indie pop, busan, south korea"
Paco Cathcart,Down On Them,psychedelic rock
No-No Boy,Imperial Twist,"folk, american, vocal, singer-songwriter, usa, guitar, zither, banjo, lute, koto"
Jade Bird,Jade Bird,"singer-songwriter, indie, female vocalists, folk rock, indie folk, jade bird"
tommy oeffling,Ex-Florist / Oh! Luna,"indie rock, lo-fi, slacker rock, indie, rock, experimental, indie pop, dream pop, good, bedroom pop"
Don Toliver & Ludwig Göransson,Sinners (Original Motion Picture Soundtrack),soundtrack
Mclusky,the world is still here and so are we,"noise rock, indie rock, punk, indie, rock, post-hardcore, alternative, welsh, post-punk, alternative rock"
MIKE,Pinball II,"rap, hip-hop, experimental hip hop"
PinkPantheress,Fancy That,"electropop, drum n bass, breakbeat, rnb, alternative pop, female vocalist, electronic, pop"
The Head And The Heart,Aperture,"female vocalist, folk, indie, alternative, seattle, male vocalists, indie folk, american, folk rock, acoustic"
Cuco,Ridin',"dream pop, experimental, indie pop, rnb, indie, post-rock, bedroom pop, noise rock, singer-songwriter, american"
André 3000,7 piano sketches,"instrumental, piano, hip-hop, rap, funk"
Kali Uchis,"Sincerely,","indie, bossa nova, indie pop, queen, psychedelic soul, r&b, female vocalist, rnb, neo-soul"
Maren Morris,D R E A M S I C L E,"female vocalist, country, country pop"
Caitlin Cannon,Love Addict,country
I'm With Her,Wild and Clear and Blue,"female vocalist, folk, acoustic, singer-songwriter, usa, americana, violin, american, trio, indie"
Brandon,Before You Go,"synthwave, rap, hip-hop, retrowave, rnb, game soundtrack, unreal tournament, electronic, hip hop"
Jack Van Cleaf,JVC,"folk, indie, singer-songwriter, indie folk"
Maia Friedman,Goodbye Long Winter Shadow,"female vocalist, indie pop, folk, indie rock, acoustic, indie folk, folk pop, yandex music"
Spacey Jane,If That Makes Sense,"indie rock, indie, pop, rock, indie pop, australian, garage, australia, garage rock, surf rock"
The Wonder Years,Burst & Decay (Volume III),"pop punk, melodic hardcore, punk, beardcore, melodic punk, easycore, punk rock, hardcore, pop-punk, emo"
Sleep Token,Even In Arcadia,"worship, progressive metal, alternative metal, progressive rock"
Arcade Fire,Pink Elephant,"indie, rock, indie rock, canada, candian"
Preoccupations,Ill at Ease,"post-punk, noise rock, art punk, crank wave, canadian, new wave, art rock, canada, indie rock, indie"
billy woods,GOLLIWOG,"hip-hop, rap, hip hop, underground rap, abstract hip hop, experimental hip hop, underground hip-hop, jazz rap, conscious hip hop"
Deradoorian,Ready for Heaven,"female vocalist, psychedelic, lo-fi, indie rock, alternative, indie, indie pop, armenian, usa, acoustic"
Jlin,Planet Mu 30,"female vocalist, footwork, juke, electronic, experimental, idm, usa, indiana, all, american"
Tetrarch,The Ugly Side of Me,"nu metal, metalcore, alternative metal, nu metalcore, nu-metal, metal, melodic metalcore, heavy metal, rock, alternative"
Venetian Snares,Planet Mu 30,"breakcore, idm, electronic, experimental, electronica, noise, glitch, canadian, drill n bass, industrial"
Nondi_,Planet Mu 30,"footwork, juke, experimental, electronic, idm, american, breakcore, experimental techno, techno, dreamy"
FaltyDL,Planet Mu 30,"dubstep, electronic, future garage, idm, uk garage, garage, planet mu, wonky, experimental"
